family,method,variant,sample,sequence,dataset_protocol,source_stage,source_group,source_file,literature_or_local,fair_local_run,comparison_status,rate_mib_per_frame,rate_unit,rate_scope,secondary_rate_value,secondary_rate_unit,quality_psnr,quality_ssim,quality_lpips,quality_l1,quality_middle_psnr,diagnostic_codec_psnr,diagnostic_codec_l1,quality_scope,quality_reliable_for_input_video,frame_count,keyframe_or_iframe_count,pframe_count,reference_gap,bits,max_points_per_frame,lambda_or_q,stage53_candidate,notes
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam16,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam16_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.3446136757179543,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,270.9137077331543,total sequence codec MiB,19.58024587748963,0.5484217828438606,,0.05804966022202998,,40.23623789092641,0.005779539217689523,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam16,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam16_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.638663397894965,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,213.7317352294922,total sequence codec MiB,19.588098102145725,0.5462910757388597,,0.058625121819384306,,38.63572071216725,0.008417051078544723,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam16,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam16_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.500748834492248,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,202.56065559387207,total sequence codec MiB,19.578427138151945,0.535749927347089,,0.05896516360434485,,36.89474110544464,0.010110878592564,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam18,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam18_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.267265260955434,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,264.64848613739014,total sequence codec MiB,19.83667364238221,0.575186288651125,,0.05581391423388764,,40.23146966062946,0.0058876671770840515,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam18,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam18_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.77230468797095,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,224.55667972564697,total sequence codec MiB,19.86187106002996,0.5769408558621819,,0.05599671321702592,,39.378431061167774,0.007494505454590659,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam18,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam18_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.4611261862295644,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,199.35122108459473,total sequence codec MiB,19.82149957727503,0.5627423767690305,,0.05688202896235901,,37.10025966314622,0.010048511760010396,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam19,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam19_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.347837954391668,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,271.1748743057251,total sequence codec MiB,20.908700707518022,0.6064732023227362,,0.049362005274972795,,40.16637882185571,0.0057993696220679045,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam19,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam19_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.8728625568342796,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,232.70186710357666,total sequence codec MiB,20.9265640164599,0.6068910411846491,,0.04971603064993282,,39.03124142870491,0.0077194434671122355,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam19,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam19_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.5116153293185763,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,203.4408416748047,total sequence codec MiB,20.8673646244002,0.5933616021533071,,0.05057669132028097,,36.40642147299684,0.010116696748652575,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam20,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam20_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.369370048428759,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,272.9189739227295,total sequence codec MiB,19.537647247314453,0.5505394210785995,,0.058532110380905646,,40.62242328973464,0.005678982778601808,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam20,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam20_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.7877596278249483,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,225.8085298538208,total sequence codec MiB,19.547928586418244,0.549782430684125,,0.05901707998580403,,39.28452437600972,0.0077835738279477314,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam20,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam20_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.5144883497261707,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,203.67355632781982,total sequence codec MiB,19.530769253954475,0.5401738944612904,,0.05956568343587863,,37.398945890826944,0.009772009342724894,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,driving,driving,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/fcgs/driving_points_250000_lmd_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.51794447988834,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,133.45105743408203,total sequence codec MiB,15.224737707174048,0.5221592879520273,,0.10136381930337762,,37.219803828113484,0.007807175901208846,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,53,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=350000,driving,driving,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/fcgs/driving_points_350000_lmd_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.48374605178833,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,188.12228679656982,total sequence codec MiB,15.355581195266158,0.6154069481072603,,0.0943343730436431,,36.964863000092684,0.007921407102710672,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,54,0,0,,,350000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,meetroom,cam_2,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/fcgs/meetroom_points_250000_lmd_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.5770560135076077,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,208.7415370941162,total sequence codec MiB,22.678438940165954,0.6474465190628429,,0.03784902357024911,,37.86945437207634,0.009390488623376981,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=350000,meetroom,cam_2,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/fcgs/meetroom_points_350000_lmd_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.5605461214795526,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,288.40423583984375,total sequence codec MiB,27.441967410805784,0.8458975788987713,,0.021669374962831722,,37.74162287770966,0.009487521650706545,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,350000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
